               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 312,            0.020473,            0.023131,          0.00075462,             0.99581,             0.99909,             0.99397,             0.70027,            0.011681,            0.006644,          0.00035843,           0.0084606,           0.0084606,           0.0084606
                 313,            0.021541,             0.02291,          0.00069719,             0.99569,             0.99896,             0.99397,             0.78597,           0.0077299,           0.0059309,          0.00035823,           0.0084556,           0.0084556,           0.0084556
                 314,            0.019234,            0.024587,          0.00067374,             0.99585,             0.99879,             0.99397,             0.81862,           0.0082581,           0.0061565,          0.00035532,           0.0084507,           0.0084507,           0.0084507
                 315,            0.018705,            0.023074,          0.00085595,             0.99599,             0.99904,             0.99398,             0.69622,           0.0095272,           0.0064761,          0.00036331,           0.0084457,           0.0084457,           0.0084457
                 316,            0.024575,            0.023808,           0.0012586,             0.99572,             0.99908,             0.99397,             0.85043,           0.0072121,           0.0056758,          0.00036647,           0.0084408,           0.0084408,           0.0084408
                 317,            0.022691,             0.02219,          0.00077523,             0.99565,             0.99896,             0.99397,             0.76834,           0.0094099,           0.0062317,          0.00037157,           0.0084358,           0.0084358,           0.0084358
                 318,            0.021558,             0.02341,           0.0007665,             0.99545,             0.99862,             0.99398,             0.79664,           0.0080498,           0.0058941,          0.00037167,           0.0084309,           0.0084309,           0.0084309
                 319,            0.019423,            0.020949,          0.00065979,             0.99571,              0.9991,             0.99498,               0.642,           0.0084321,           0.0060666,          0.00037961,           0.0084259,           0.0084259,           0.0084259
                 320,            0.023909,            0.021177,          0.00058178,             0.99679,                   1,               0.995,             0.77135,            0.010902,           0.0056328,          0.00038374,           0.0084209,           0.0084209,           0.0084209
                 321,            0.029286,            0.023122,          0.00061904,             0.99675,                   1,               0.995,             0.80982,           0.0065075,           0.0050196,          0.00039711,            0.008416,            0.008416,            0.008416
                 322,            0.019682,            0.021109,          0.00071273,             0.99714,                   1,               0.995,             0.86371,           0.0059477,           0.0049902,          0.00039498,            0.008411,            0.008411,            0.008411
                 323,            0.016891,            0.022246,          0.00072489,             0.99702,                   1,               0.995,             0.81421,           0.0068342,           0.0050964,           0.0003761,           0.0084061,           0.0084061,           0.0084061
                 324,            0.021863,            0.026932,          0.00067786,             0.99712,                   1,               0.995,             0.65697,            0.011037,           0.0060693,          0.00038545,           0.0084012,           0.0084012,           0.0084012
                 325,            0.021724,            0.025216,          0.00091889,             0.99643,                   1,             0.99436,             0.77727,           0.0070171,           0.0051693,           0.0004034,           0.0083962,           0.0083962,           0.0083962
                 326,            0.017593,            0.021826,           0.0007618,             0.99618,                   1,             0.99399,             0.79966,           0.0063986,           0.0051407,          0.00039712,           0.0083913,           0.0083913,           0.0083913
                 327,            0.016073,             0.02351,          0.00071533,             0.99652,                   1,             0.99397,             0.76554,            0.011006,           0.0061396,          0.00038363,           0.0083863,           0.0083863,           0.0083863
                 328,            0.020004,            0.023906,          0.00079968,             0.99632,             0.99689,             0.99397,             0.87935,           0.0089329,           0.0058276,          0.00038695,           0.0083814,           0.0083814,           0.0083814
                 329,            0.020552,            0.025294,          0.00071599,             0.99573,             0.99556,             0.99395,             0.78301,           0.0076338,           0.0060678,          0.00038466,           0.0083764,           0.0083764,           0.0083764
                 330,            0.017684,            0.024861,          0.00071771,             0.99587,             0.99595,              0.9939,              0.8271,           0.0086767,           0.0063457,           0.0003876,           0.0083715,           0.0083715,           0.0083715
                 331,             0.01823,            0.020706,          0.00062562,             0.99582,             0.99453,             0.99324,             0.85085,           0.0071217,           0.0065338,          0.00038403,           0.0083665,           0.0083665,           0.0083665
                 332,            0.020509,            0.023489,          0.00077429,             0.99561,             0.99482,             0.99392,             0.79247,           0.0077274,           0.0064512,          0.00038492,           0.0083616,           0.0083616,           0.0083616
                 333,            0.019521,            0.023432,          0.00079562,             0.99629,             0.99618,             0.99395,             0.85333,           0.0065948,           0.0060298,          0.00037825,           0.0083566,           0.0083566,           0.0083566
                 334,            0.017396,            0.020769,          0.00059235,             0.99641,             0.99633,             0.99396,             0.85909,           0.0062088,           0.0058381,          0.00037737,           0.0083517,           0.0083517,           0.0083517
                 335,            0.016556,            0.020714,          0.00061777,             0.99668,             0.99833,             0.99397,             0.68349,            0.011729,           0.0070923,           0.0003531,           0.0083467,           0.0083467,           0.0083467
                 336,            0.021421,            0.025066,          0.00064404,             0.99615,             0.99856,             0.99404,             0.80637,            0.008547,           0.0062583,          0.00037793,           0.0083418,           0.0083418,           0.0083418
                 337,            0.022928,            0.024275,          0.00081143,             0.99607,              0.9991,              0.9946,             0.84135,           0.0073127,           0.0059399,          0.00039336,           0.0083368,           0.0083368,           0.0083368
                 338,             0.01635,            0.022422,          0.00088404,             0.99645,             0.99896,               0.995,             0.83048,           0.0065046,           0.0058118,          0.00041366,           0.0083319,           0.0083319,           0.0083319
                 339,            0.015725,            0.020453,          0.00063698,             0.99688,             0.99927,               0.995,             0.87325,           0.0074538,           0.0056952,          0.00039184,           0.0083269,           0.0083269,           0.0083269
                 340,            0.020062,            0.022599,          0.00054245,             0.99708,             0.99954,               0.995,             0.67098,             0.01412,            0.007066,          0.00039261,           0.0083219,           0.0083219,           0.0083219
                 341,            0.022887,             0.02545,          0.00059851,             0.99702,             0.99968,               0.995,              0.7492,            0.010598,           0.0065977,          0.00040037,            0.008317,            0.008317,            0.008317
                 342,            0.018832,            0.022645,          0.00066496,             0.99704,             0.99964,               0.995,             0.81195,           0.0065924,           0.0055638,          0.00039407,            0.008312,            0.008312,            0.008312
                 343,            0.019098,            0.022417,          0.00053102,             0.99738,                   1,               0.995,             0.76031,            0.011405,           0.0064922,           0.0003947,           0.0083071,           0.0083071,           0.0083071
                 344,            0.026261,            0.027106,           0.0008805,             0.99754,                   1,               0.995,             0.81875,           0.0075134,             0.00546,          0.00039998,           0.0083022,           0.0083022,           0.0083022
                 345,            0.020657,             0.02428,          0.00073676,             0.99748,                   1,               0.995,             0.79929,           0.0067999,           0.0053355,          0.00040716,           0.0082972,           0.0082972,           0.0082972
                 346,            0.017284,            0.023217,          0.00072448,             0.99719,                   1,               0.995,             0.80389,           0.0061805,            0.005171,          0.00040898,           0.0082922,           0.0082922,           0.0082922
                 347,            0.018402,            0.021446,           0.0008318,             0.99787,             0.99742,               0.995,             0.76745,           0.0093012,            0.006331,          0.00040262,           0.0082873,           0.0082873,           0.0082873
                 348,            0.019263,            0.024139,          0.00057641,             0.99759,             0.99725,               0.995,             0.79313,           0.0080779,           0.0057142,          0.00040156,           0.0082824,           0.0082824,           0.0082824
                 349,             0.02064,            0.022676,          0.00059061,             0.99685,             0.99586,               0.995,             0.82462,           0.0071787,           0.0060751,          0.00040837,           0.0082774,           0.0082774,           0.0082774
                 350,            0.019277,            0.019939,          0.00096343,             0.99537,             0.99634,               0.994,             0.82887,           0.0069493,            0.006364,          0.00040342,           0.0082725,           0.0082725,           0.0082725
                 351,            0.019128,            0.019473,          0.00088255,             0.99311,             0.99359,             0.99282,             0.81132,           0.0078099,            0.007219,          0.00038727,           0.0082675,           0.0082675,           0.0082675
                 352,            0.019611,            0.023741,          0.00063118,             0.99309,             0.99238,             0.99282,             0.78439,            0.011799,           0.0079972,          0.00036946,           0.0082626,           0.0082626,           0.0082626
                 353,             0.01911,            0.022353,          0.00073007,             0.99628,               0.999,             0.99472,             0.84204,           0.0067763,           0.0057503,           0.0003606,           0.0082576,           0.0082576,           0.0082576
                 354,            0.017914,            0.021105,           0.0007781,             0.99745,                   1,               0.995,             0.87515,           0.0055801,           0.0051481,          0.00036773,           0.0082527,           0.0082527,           0.0082527
                 355,            0.019415,            0.019276,          0.00075596,             0.99843,                   1,               0.995,               0.839,           0.0060707,           0.0051595,          0.00035242,           0.0082477,           0.0082477,           0.0082477
                 356,            0.022636,            0.021477,           0.0007642,             0.99837,                   1,               0.995,             0.78391,            0.010195,           0.0059038,          0.00034933,           0.0082428,           0.0082428,           0.0082428
                 357,            0.020914,             0.02226,          0.00066517,             0.99835,                   1,               0.995,             0.85062,           0.0072505,           0.0052759,          0.00034269,           0.0082378,           0.0082378,           0.0082378
                 358,             0.02037,            0.022573,           0.0008194,             0.99835,                   1,               0.995,             0.86908,           0.0067359,           0.0055099,          0.00034127,           0.0082328,           0.0082328,           0.0082328
                 359,            0.018619,            0.022185,          0.00075137,             0.99815,                   1,               0.995,              0.7603,           0.0077413,           0.0052758,          0.00032751,           0.0082279,           0.0082279,           0.0082279
                 360,            0.021997,            0.024225,          0.00064275,             0.99749,                   1,               0.995,              0.7429,            0.011275,           0.0063434,          0.00031053,           0.0082229,           0.0082229,           0.0082229
                 361,            0.021089,            0.024517,          0.00058282,             0.99783,                   1,               0.995,             0.84495,           0.0077929,           0.0051321,          0.00031001,            0.008218,            0.008218,            0.008218
                 362,            0.017064,             0.02281,          0.00073193,             0.99764,                   1,               0.995,              0.8486,           0.0069777,            0.005068,          0.00030666,           0.0082131,           0.0082131,           0.0082131
                 363,            0.014077,            0.020257,          0.00055011,             0.99831,                   1,               0.995,             0.86098,           0.0071368,           0.0052273,          0.00029911,           0.0082081,           0.0082081,           0.0082081
                 364,            0.019928,            0.022085,          0.00049913,             0.99807,                   1,               0.995,             0.72184,            0.014897,           0.0068161,          0.00030514,           0.0082032,           0.0082032,           0.0082032
                 365,            0.024371,            0.025394,          0.00053097,             0.99789,                   1,               0.995,             0.84361,           0.0095613,           0.0052107,          0.00031637,           0.0081982,           0.0081982,           0.0081982
                 366,            0.017927,            0.023433,          0.00056152,             0.99812,                   1,               0.995,              0.8743,           0.0069048,           0.0048534,          0.00032529,           0.0081932,           0.0081932,           0.0081932
                 367,            0.017572,            0.022669,          0.00054375,             0.99796,                   1,               0.995,             0.70726,            0.011577,           0.0062626,          0.00032261,           0.0081883,           0.0081883,           0.0081883
                 368,            0.022319,            0.024436,          0.00051448,             0.99751,                   1,               0.995,             0.84779,           0.0060927,           0.0051249,          0.00033433,           0.0081834,           0.0081834,           0.0081834
                 369,            0.021016,            0.024044,          0.00061535,             0.99636,                   1,               0.995,             0.87193,           0.0060417,           0.0050252,          0.00034208,           0.0081784,           0.0081784,           0.0081784
                 370,            0.015926,            0.020514,          0.00061257,             0.99627,                   1,               0.995,             0.88206,           0.0056545,           0.0049606,          0.00035085,           0.0081735,           0.0081735,           0.0081735
                 371,            0.017338,            0.020924,          0.00080359,             0.99644,                   1,             0.99499,             0.81605,           0.0056684,           0.0050522,          0.00035147,           0.0081685,           0.0081685,           0.0081685
                 372,            0.020262,            0.021441,          0.00064406,             0.99646,                   1,             0.99498,             0.67726,            0.013354,           0.0066676,          0.00035493,           0.0081636,           0.0081636,           0.0081636
                 373,            0.021324,            0.026173,          0.00062278,             0.99639,                   1,             0.99499,             0.73535,            0.010316,           0.0063085,          0.00036392,           0.0081586,           0.0081586,           0.0081586
                 374,            0.017873,            0.019896,          0.00076741,             0.99632,                   1,               0.995,             0.80128,           0.0054098,           0.0052237,          0.00037599,           0.0081537,           0.0081537,           0.0081537
                 375,             0.01882,            0.020535,           0.0008841,             0.99613,                   1,               0.995,             0.69624,           0.0096888,           0.0062645,          0.00037988,           0.0081487,           0.0081487,           0.0081487
                 376,            0.020538,            0.022697,          0.00093343,             0.99696,                   1,               0.995,             0.82113,           0.0075306,           0.0060375,          0.00039688,           0.0081437,           0.0081437,           0.0081437
                 377,            0.018183,            0.020639,           0.0006668,             0.99644,                   1,               0.995,             0.87801,           0.0067901,           0.0051403,          0.00039879,           0.0081388,           0.0081388,           0.0081388
                 378,            0.016823,            0.020872,          0.00076967,             0.99612,             0.99979,               0.995,             0.87188,           0.0062925,           0.0052381,          0.00040274,           0.0081338,           0.0081338,           0.0081338
                 379,            0.016297,            0.020554,          0.00060912,             0.99684,                   1,               0.995,             0.82458,           0.0071506,            0.005161,          0.00039299,           0.0081289,           0.0081289,           0.0081289
                 380,            0.017701,            0.021414,             0.00059,             0.99683,                   1,               0.995,             0.76162,            0.009302,           0.0060397,          0.00037954,           0.0081239,           0.0081239,           0.0081239
                 381,            0.022489,             0.02255,          0.00071034,             0.99676,                   1,               0.995,             0.83392,           0.0064535,           0.0053107,          0.00038054,            0.008119,            0.008119,            0.008119
                 382,            0.020608,            0.022902,          0.00077229,             0.99696,                   1,               0.995,             0.82578,           0.0056874,           0.0051589,          0.00037394,           0.0081141,           0.0081141,           0.0081141
                 383,            0.016465,             0.02345,          0.00060836,             0.99776,                   1,               0.995,             0.78954,           0.0090685,           0.0065351,          0.00036973,           0.0081091,           0.0081091,           0.0081091
                 384,            0.023476,            0.029271,          0.00060266,              0.9977,                   1,               0.995,             0.80585,           0.0086402,           0.0054273,          0.00038308,           0.0081042,           0.0081042,           0.0081042
                 385,            0.021704,            0.026557,          0.00068198,             0.99774,                   1,               0.995,             0.81375,           0.0069405,           0.0056438,          0.00039984,           0.0080992,           0.0080992,           0.0080992
                 386,            0.017153,            0.023503,          0.00060834,             0.99747,                   1,               0.995,             0.83108,           0.0068924,           0.0057505,           0.0004123,           0.0080942,           0.0080942,           0.0080942
                 387,            0.016701,            0.020999,          0.00064309,             0.99716,                   1,               0.995,             0.83574,           0.0076165,            0.005598,           0.0004266,           0.0080893,           0.0080893,           0.0080893
                 388,            0.017708,            0.021599,          0.00061885,             0.99729,                   1,               0.995,             0.74341,           0.0091546,           0.0058784,          0.00043517,           0.0080844,           0.0080844,           0.0080844
                 389,            0.019817,            0.023019,          0.00057775,             0.99698,                   1,               0.995,             0.89032,           0.0058503,           0.0051461,          0.00043972,           0.0080794,           0.0080794,           0.0080794
                 390,            0.017755,            0.021296,           0.0006563,             0.99704,                   1,               0.995,             0.87989,           0.0053615,           0.0052325,          0.00043118,           0.0080745,           0.0080745,           0.0080745
                 391,            0.016933,            0.022142,          0.00058472,             0.99694,                   1,               0.995,               0.792,           0.0085255,            0.006063,          0.00040872,           0.0080695,           0.0080695,           0.0080695
                 392,            0.021003,            0.023897,          0.00055735,             0.99695,                   1,               0.995,              0.7634,            0.010158,           0.0058139,          0.00040266,           0.0080646,           0.0080646,           0.0080646
                 393,            0.021255,            0.024748,          0.00050387,             0.99722,                   1,               0.995,             0.80363,           0.0075719,           0.0050898,          0.00041501,           0.0080596,           0.0080596,           0.0080596
                 394,            0.016069,            0.020275,          0.00069412,             0.99752,                   1,               0.995,             0.83457,            0.007212,             0.00489,          0.00042306,           0.0080547,           0.0080547,           0.0080547
                 395,             0.01677,            0.020635,          0.00052972,             0.99801,                   1,               0.995,             0.83994,           0.0076572,            0.005129,          0.00041835,           0.0080497,           0.0080497,           0.0080497
                 396,            0.017584,            0.023421,          0.00057706,             0.99821,                   1,               0.995,             0.75769,            0.010177,           0.0057334,          0.00040325,           0.0080447,           0.0080447,           0.0080447
                 397,            0.020924,            0.022706,          0.00062702,             0.99827,                   1,               0.995,             0.79868,           0.0093424,           0.0054426,          0.00041263,           0.0080398,           0.0080398,           0.0080398
                 398,            0.016584,            0.022146,          0.00063572,             0.99802,                   1,               0.995,             0.83344,           0.0072848,           0.0050586,          0.00040395,           0.0080348,           0.0080348,           0.0080348
                 399,            0.015484,            0.019372,          0.00069208,             0.99813,                   1,               0.995,             0.78926,           0.0085763,           0.0053987,          0.00038834,           0.0080299,           0.0080299,           0.0080299
                 400,            0.020168,            0.023181,          0.00053834,             0.99812,                   1,               0.995,             0.76014,           0.0086012,           0.0058647,          0.00036594,           0.0080249,           0.0080249,           0.0080249
                 401,            0.021625,            0.021112,          0.00055693,             0.99734,                   1,               0.995,             0.83976,           0.0068453,           0.0052642,          0.00037287,             0.00802,             0.00802,             0.00802
                 402,            0.018107,            0.020845,          0.00052872,             0.99744,                   1,               0.995,             0.85267,           0.0065276,           0.0052955,          0.00037308,           0.0080151,           0.0080151,           0.0080151
                 403,            0.017069,            0.019495,          0.00058944,             0.99789,             0.99991,               0.995,             0.85604,           0.0074917,           0.0055416,          0.00036136,           0.0080101,           0.0080101,           0.0080101
                 404,            0.020337,             0.02556,          0.00049252,             0.99742,                   1,               0.995,             0.84494,            0.008045,           0.0050352,           0.0003514,           0.0080051,           0.0080051,           0.0080051
                 405,             0.02098,            0.025316,          0.00051373,             0.99776,                   1,               0.995,             0.85092,           0.0076726,           0.0050909,          0.00035063,           0.0080002,           0.0080002,           0.0080002
                 406,            0.019087,            0.020786,           0.0005729,             0.99784,                   1,               0.995,             0.85719,           0.0068754,           0.0051584,          0.00034756,           0.0079953,           0.0079953,           0.0079953
                 407,            0.018388,            0.020623,          0.00057304,             0.99779,                   1,               0.995,             0.84543,           0.0077953,           0.0060376,          0.00032656,           0.0079903,           0.0079903,           0.0079903
                 408,            0.021437,            0.024143,          0.00055847,             0.99759,                   1,               0.995,             0.70264,            0.010068,           0.0067696,          0.00032482,           0.0079854,           0.0079854,           0.0079854
                 409,            0.026558,            0.025381,          0.00051601,             0.99694,                   1,               0.995,             0.81697,           0.0075383,            0.005995,          0.00033189,           0.0079804,           0.0079804,           0.0079804
                 410,            0.018945,            0.022005,          0.00062082,              0.9964,                   1,               0.995,              0.8896,           0.0053259,           0.0049754,          0.00032974,           0.0079755,           0.0079755,           0.0079755
                 411,            0.021133,            0.022311,          0.00057793,             0.99697,                   1,               0.995,             0.71911,           0.0092704,           0.0060727,          0.00032599,           0.0079705,           0.0079705,           0.0079705
                 412,            0.020511,             0.02195,          0.00050848,             0.99722,                   1,               0.995,             0.87568,           0.0066085,           0.0048919,          0.00033609,           0.0079656,           0.0079656,           0.0079656
                 413,            0.020801,            0.024075,           0.0005092,             0.99692,                   1,               0.995,             0.84945,           0.0067126,           0.0051755,          0.00033632,           0.0079606,           0.0079606,           0.0079606
                 414,            0.018053,            0.021997,           0.0005869,             0.99694,                   1,               0.995,             0.84464,           0.0055266,           0.0050695,          0.00034015,           0.0079556,           0.0079556,           0.0079556
                 415,            0.015396,            0.020177,          0.00053094,             0.99677,                   1,               0.995,             0.76209,           0.0081904,           0.0055142,          0.00033066,           0.0079507,           0.0079507,           0.0079507
                 416,            0.018297,             0.02154,          0.00054097,             0.99705,                   1,               0.995,             0.80392,           0.0064599,           0.0046969,          0.00032464,           0.0079457,           0.0079457,           0.0079457
                 417,            0.018223,            0.022975,          0.00052014,             0.99698,                   1,               0.995,             0.83783,           0.0072609,           0.0048715,          0.00032782,           0.0079408,           0.0079408,           0.0079408
                 418,            0.015148,            0.019622,           0.0004913,             0.99718,                   1,               0.995,             0.83121,           0.0065441,           0.0048562,          0.00032825,           0.0079358,           0.0079358,           0.0079358
                 419,            0.017077,            0.021906,          0.00050985,             0.99742,                   1,               0.995,             0.85211,            0.006457,           0.0051529,          0.00032375,           0.0079309,           0.0079309,           0.0079309
                 420,            0.020188,            0.021923,          0.00051457,             0.99772,                   1,               0.995,             0.81018,           0.0085986,           0.0054603,          0.00032235,           0.0079259,           0.0079259,           0.0079259
                 421,            0.020561,            0.022998,          0.00053799,             0.99757,                   1,               0.995,              0.8482,           0.0062045,           0.0048726,          0.00032648,            0.007921,            0.007921,            0.007921
                 422,            0.015908,            0.020441,          0.00053123,             0.99751,                   1,               0.995,             0.84109,           0.0056177,           0.0052991,          0.00032867,           0.0079161,           0.0079161,           0.0079161
                 423,            0.015328,            0.020351,          0.00055679,             0.99786,                   1,               0.995,             0.76592,           0.0068181,           0.0053455,          0.00031511,           0.0079111,           0.0079111,           0.0079111
                 424,            0.019799,             0.02439,          0.00072288,              0.9981,                   1,               0.995,             0.79611,           0.0097279,            0.006012,          0.00030591,           0.0079061,           0.0079061,           0.0079061
                 425,            0.023676,            0.027233,          0.00065337,             0.99771,                   1,               0.995,             0.83649,           0.0074812,            0.005152,          0.00031565,           0.0079012,           0.0079012,           0.0079012
                 426,            0.018636,            0.021488,          0.00069203,             0.99752,                   1,               0.995,             0.86231,            0.005311,           0.0047907,          0.00031898,           0.0078963,           0.0078963,           0.0078963
                 427,            0.014985,            0.019945,          0.00059555,             0.99699,                   1,               0.995,              0.8164,           0.0061818,           0.0058169,          0.00031442,           0.0078913,           0.0078913,           0.0078913
                 428,            0.017487,             0.02033,          0.00058119,              0.9969,                   1,               0.995,             0.78361,           0.0079974,           0.0061357,          0.00030946,           0.0078864,           0.0078864,           0.0078864
                 429,            0.019494,            0.024634,          0.00074908,             0.99674,                   1,             0.99499,             0.85786,           0.0052281,           0.0058087,          0.00031325,           0.0078814,           0.0078814,           0.0078814
                 430,            0.014258,            0.019235,          0.00062649,             0.99672,                   1,               0.995,             0.86427,           0.0054293,           0.0054888,           0.0003097,           0.0078765,           0.0078765,           0.0078765
                 431,            0.014536,            0.019335,           0.0010641,             0.99671,                   1,             0.99496,             0.85302,           0.0054118,           0.0050459,          0.00030582,           0.0078715,           0.0078715,           0.0078715
                 432,            0.019322,            0.021928,          0.00062013,             0.99698,                   1,               0.995,             0.83235,           0.0084522,           0.0052394,          0.00030267,           0.0078665,           0.0078665,           0.0078665
                 433,            0.022193,            0.023924,          0.00057739,             0.99715,                   1,               0.995,              0.8665,           0.0066378,           0.0052132,          0.00031638,           0.0078616,           0.0078616,           0.0078616
                 434,            0.017742,            0.020681,          0.00049004,             0.99766,                   1,               0.995,             0.84957,           0.0052691,           0.0051374,          0.00031967,           0.0078566,           0.0078566,           0.0078566
                 435,             0.01664,            0.019087,          0.00051981,             0.99765,                   1,               0.995,             0.87168,           0.0075679,           0.0050612,           0.0003074,           0.0078517,           0.0078517,           0.0078517
                 436,            0.023274,            0.024979,          0.00051061,             0.99778,                   1,               0.995,             0.81601,           0.0080069,           0.0058049,          0.00030849,           0.0078467,           0.0078467,           0.0078467
                 437,            0.019853,            0.023731,          0.00050695,             0.99705,             0.99972,               0.995,             0.87688,           0.0063511,            0.005192,          0.00030263,           0.0078418,           0.0078418,           0.0078418
                 438,            0.016781,            0.019676,           0.0005205,             0.99744,             0.99962,               0.995,             0.84572,           0.0061953,           0.0049735,          0.00030266,           0.0078368,           0.0078368,           0.0078368
                 439,            0.015497,            0.020243,          0.00053576,             0.99789,              0.9994,               0.995,             0.85043,           0.0066182,           0.0053821,          0.00030026,           0.0078319,           0.0078319,           0.0078319
                 440,            0.017896,             0.02414,          0.00049354,              0.9978,                   1,               0.995,              0.8455,           0.0076947,           0.0052736,          0.00029556,           0.0078269,           0.0078269,           0.0078269
                 441,            0.018947,            0.021584,           0.0005218,              0.9981,                   1,               0.995,             0.85733,           0.0061643,           0.0051681,          0.00029607,            0.007822,            0.007822,            0.007822
                 442,             0.01728,            0.020396,          0.00063445,              0.9981,                   1,               0.995,             0.85369,           0.0065829,           0.0051774,          0.00029805,           0.0078171,           0.0078171,           0.0078171
                 443,             0.01534,            0.019945,          0.00044472,              0.9984,              0.9997,               0.995,             0.82267,           0.0060844,           0.0051921,           0.0002934,           0.0078121,           0.0078121,           0.0078121
                 444,            0.024151,            0.021792,           0.0008772,             0.99834,             0.99967,               0.995,             0.75207,            0.012596,           0.0064749,          0.00030054,           0.0078071,           0.0078071,           0.0078071
                 445,            0.021801,            0.024323,          0.00050264,             0.99744,                   1,               0.995,             0.81136,           0.0069629,           0.0054787,          0.00031117,           0.0078022,           0.0078022,           0.0078022
                 446,            0.016073,            0.022696,          0.00049896,             0.99736,             0.99983,               0.995,             0.85343,           0.0068763,           0.0055183,          0.00032233,           0.0077973,           0.0077973,           0.0077973
                 447,             0.01813,            0.022666,          0.00052827,             0.99663,                   1,               0.995,             0.87636,           0.0062151,           0.0051492,           0.0003348,           0.0077923,           0.0077923,           0.0077923
                 448,            0.020709,            0.023343,          0.00049229,             0.99623,                   1,               0.995,             0.76182,            0.010735,           0.0058193,          0.00035023,           0.0077873,           0.0077873,           0.0077873
                 449,            0.020911,            0.024288,          0.00049572,             0.99596,                   1,               0.995,             0.77591,           0.0091271,           0.0056535,           0.0003622,           0.0077824,           0.0077824,           0.0077824
                 450,            0.015161,            0.019782,           0.0004813,             0.99563,                   1,               0.995,             0.81554,           0.0057871,           0.0052845,          0.00036738,           0.0077774,           0.0077774,           0.0077774
                 451,            0.016211,            0.020198,          0.00052006,             0.99621,                   1,               0.995,             0.83824,           0.0060068,           0.0046455,          0.00036807,           0.0077725,           0.0077725,           0.0077725
                 452,            0.019231,            0.021351,          0.00066011,             0.99732,                   1,               0.995,             0.78548,            0.005941,           0.0047497,          0.00037031,           0.0077675,           0.0077675,           0.0077675
                 453,            0.018546,            0.021322,          0.00070598,              0.9975,                   1,               0.995,             0.86525,           0.0048804,           0.0045935,          0.00036118,           0.0077626,           0.0077626,           0.0077626
                 454,            0.015945,            0.021518,          0.00049807,             0.99784,                   1,               0.995,             0.83659,           0.0059309,           0.0047822,          0.00035768,           0.0077576,           0.0077576,           0.0077576
                 455,            0.013275,            0.019624,          0.00058765,             0.99853,                   1,               0.995,             0.84501,           0.0050138,            0.004393,          0.00036325,           0.0077527,           0.0077527,           0.0077527
                 456,            0.017108,            0.022375,          0.00060625,             0.99851,                   1,               0.995,             0.71501,            0.011117,           0.0058829,          0.00034654,           0.0077478,           0.0077478,           0.0077478
                 457,            0.019264,            0.022476,          0.00049075,             0.99847,                   1,               0.995,             0.82475,           0.0068827,           0.0048102,          0.00035366,           0.0077428,           0.0077428,           0.0077428
                 458,            0.017343,            0.020673,          0.00068489,             0.99842,                   1,               0.995,              0.8629,           0.0051375,           0.0044273,          0.00035783,           0.0077378,           0.0077378,           0.0077378
                 459,            0.015606,            0.018666,          0.00066673,             0.99843,                   1,               0.995,             0.78876,            0.009566,           0.0055754,          0.00034426,           0.0077329,           0.0077329,           0.0077329
                 460,            0.018936,            0.024013,          0.00051227,             0.99847,                   1,               0.995,             0.87222,           0.0060394,           0.0045211,          0.00034548,           0.0077279,           0.0077279,           0.0077279
                 461,            0.019661,            0.022507,            0.000585,             0.99849,                   1,               0.995,              0.8745,           0.0060525,           0.0048202,           0.0003386,            0.007723,            0.007723,            0.007723
                 462,            0.016444,            0.020699,          0.00046859,             0.99849,                   1,               0.995,             0.84984,           0.0066603,           0.0051379,          0.00033702,            0.007718,            0.007718,            0.007718
                 463,            0.017378,            0.020194,          0.00067329,             0.99839,                   1,               0.995,             0.80674,           0.0090746,           0.0057332,          0.00032271,           0.0077131,           0.0077131,           0.0077131
                 464,            0.018183,            0.020212,          0.00049741,             0.99844,                   1,               0.995,             0.86487,           0.0068893,           0.0046383,           0.0003356,           0.0077081,           0.0077081,           0.0077081
                 465,            0.023165,             0.02154,          0.00057171,             0.99844,                   1,               0.995,             0.85158,             0.00641,           0.0047632,          0.00033545,           0.0077032,           0.0077032,           0.0077032
                 466,            0.016565,             0.01978,          0.00047028,             0.99823,                   1,               0.995,             0.87711,           0.0065688,           0.0047309,          0.00034136,           0.0076983,           0.0076983,           0.0076983
                 467,            0.018203,            0.016887,          0.00051946,             0.99798,                   1,               0.995,             0.78529,           0.0095133,           0.0059127,           0.0003347,           0.0076933,           0.0076933,           0.0076933
                 468,            0.020334,            0.022775,          0.00064415,             0.99692,                   1,               0.995,             0.85552,           0.0084584,           0.0051446,          0.00034707,           0.0076883,           0.0076883,           0.0076883
                 469,            0.017865,            0.020647,           0.0006086,             0.99628,                   1,              0.9949,             0.88512,           0.0060228,           0.0049556,          0.00035307,           0.0076834,           0.0076834,           0.0076834
                 470,            0.014994,            0.019298,          0.00062833,             0.99581,                   1,             0.99442,             0.89444,           0.0057659,           0.0049681,          0.00035461,           0.0076785,           0.0076785,           0.0076785
                 471,            0.016715,            0.019186,           0.0016841,             0.99537,                   1,             0.99406,             0.88338,             0.00563,           0.0050399,           0.0003516,           0.0076735,           0.0076735,           0.0076735
                 472,            0.015299,            0.023506,           0.0004669,             0.99549,                   1,             0.99429,             0.76421,           0.0081307,           0.0055508,          0.00034909,           0.0076685,           0.0076685,           0.0076685
