               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 153,            0.031643,            0.029229,          0.00091765,             0.99664,             0.99689,             0.99416,             0.76923,            0.012746,           0.0073644,          0.00039201,           0.0092476,           0.0092476,           0.0092476
                 154,            0.025323,            0.027235,          0.00092269,             0.99693,             0.99689,             0.99397,             0.67238,            0.012293,           0.0080853,          0.00040749,           0.0092426,           0.0092426,           0.0092426
                 155,            0.021706,            0.025191,          0.00086804,             0.99657,             0.99689,             0.99397,             0.59365,            0.021351,           0.0091442,          0.00041272,           0.0092377,           0.0092377,           0.0092377
                 156,            0.034521,             0.03259,          0.00078869,             0.99609,             0.99689,             0.99397,              0.7755,            0.011953,           0.0076913,          0.00044727,           0.0092327,           0.0092327,           0.0092327
                 157,            0.030099,            0.026569,           0.0012393,             0.99665,             0.99689,             0.99432,             0.76721,           0.0094747,           0.0072069,           0.0004789,           0.0092278,           0.0092278,           0.0092278
                 158,            0.022673,            0.024236,          0.00084869,              0.9972,             0.99689,             0.99499,             0.71213,              0.0108,           0.0073017,          0.00050458,           0.0092229,           0.0092229,           0.0092229
                 159,            0.024582,            0.025683,          0.00093186,             0.99702,             0.99689,               0.995,             0.65696,            0.014973,           0.0077021,          0.00052951,           0.0092179,           0.0092179,           0.0092179
                 160,            0.031399,            0.029669,          0.00099051,             0.99642,             0.99822,             0.99404,             0.72738,            0.014132,           0.0068317,          0.00054081,           0.0092129,           0.0092129,           0.0092129
                 161,            0.031316,            0.028375,          0.00092306,             0.99648,             0.99957,             0.99408,             0.72009,            0.014805,           0.0070149,          0.00054846,            0.009208,            0.009208,            0.009208
                 162,            0.023251,            0.024108,          0.00090888,             0.99625,             0.99938,             0.99415,             0.77296,           0.0095159,           0.0065329,          0.00054192,           0.0092031,           0.0092031,           0.0092031
                 163,            0.021087,            0.025065,          0.00085633,             0.99708,             0.99896,             0.99445,             0.79156,            0.011289,           0.0066455,           0.0005349,           0.0091981,           0.0091981,           0.0091981
                 164,            0.027409,            0.027428,           0.0010215,             0.99615,                   1,             0.99499,              0.7306,            0.012419,           0.0069226,          0.00050969,           0.0091932,           0.0091932,           0.0091932
                 165,            0.027628,            0.028255,          0.00092836,             0.99794,                   1,               0.995,             0.85805,           0.0080602,           0.0058517,          0.00050674,           0.0091882,           0.0091882,           0.0091882
                 166,            0.022992,            0.025125,          0.00089756,             0.99826,                   1,               0.995,             0.80465,           0.0089791,           0.0061075,          0.00051219,           0.0091833,           0.0091833,           0.0091833
                 167,            0.019723,            0.023421,          0.00087633,             0.99805,                   1,               0.995,             0.70346,            0.012891,           0.0079204,          0.00048526,           0.0091783,           0.0091783,           0.0091783
                 168,            0.030712,            0.029005,          0.00070809,             0.99813,                   1,               0.995,             0.59586,            0.021297,           0.0078427,          0.00051297,           0.0091734,           0.0091734,           0.0091734
                 169,            0.034934,            0.031688,          0.00080982,             0.99834,                   1,               0.995,             0.71094,            0.011322,           0.0066288,          0.00054214,           0.0091684,           0.0091684,           0.0091684
                 170,            0.022804,            0.027548,          0.00086686,             0.99773,                   1,               0.995,             0.74549,            0.010183,           0.0067913,          0.00054736,           0.0091635,           0.0091635,           0.0091635
                 171,            0.024205,            0.025385,          0.00096973,             0.99761,             0.99793,               0.995,              0.7511,            0.010303,           0.0074114,          0.00053195,           0.0091585,           0.0091585,           0.0091585
                 172,            0.030815,             0.02883,           0.0008258,              0.9904,             0.99145,             0.99387,             0.64634,            0.019212,           0.0097782,          0.00051561,           0.0091535,           0.0091535,           0.0091535
                 173,            0.031339,             0.03126,          0.00087493,             0.97839,             0.98562,             0.99143,             0.76213,            0.015362,            0.011929,          0.00053233,           0.0091486,           0.0091486,           0.0091486
                 174,            0.025657,            0.025443,          0.00094185,             0.97046,             0.97101,             0.98792,             0.75817,            0.012179,            0.014269,          0.00053474,           0.0091436,           0.0091436,           0.0091436
                 175,            0.031643,            0.025235,          0.00074613,             0.96286,             0.97412,             0.98185,             0.66063,            0.015388,            0.013559,          0.00055409,           0.0091387,           0.0091387,           0.0091387
                 176,             0.02873,            0.029507,            0.000943,             0.98512,             0.98551,              0.9909,             0.74486,            0.012518,           0.0095933,          0.00056571,           0.0091337,           0.0091337,           0.0091337
                 177,            0.026921,            0.026493,          0.00081645,             0.99055,             0.99586,              0.9929,             0.84256,           0.0099282,           0.0077653,          0.00058852,           0.0091288,           0.0091288,           0.0091288
                 178,            0.024007,            0.023793,          0.00088883,             0.99284,             0.99745,             0.99297,             0.66586,           0.0099406,           0.0071043,          0.00056628,           0.0091239,           0.0091239,           0.0091239
                 179,            0.025548,            0.025471,          0.00097094,             0.99431,             0.99905,             0.99436,              0.6922,            0.011848,           0.0071625,          0.00053841,           0.0091189,           0.0091189,           0.0091189
                 180,            0.029201,             0.02431,           0.0010949,             0.99523,             0.99695,             0.99365,              0.8583,           0.0070683,            0.006944,          0.00052729,           0.0091139,           0.0091139,           0.0091139
                 181,            0.027498,            0.025549,          0.00085428,             0.99727,             0.99956,             0.99499,             0.81089,            0.011185,           0.0065737,          0.00049325,            0.009109,            0.009109,            0.009109
                 182,            0.022493,            0.026304,          0.00080599,             0.99716,                   1,               0.995,             0.79713,           0.0092929,           0.0067791,          0.00049338,           0.0091041,           0.0091041,           0.0091041
                 183,            0.022693,            0.021505,            0.001199,             0.99753,                   1,               0.995,             0.71557,            0.011574,           0.0066985,          0.00046401,           0.0090991,           0.0090991,           0.0090991
                 184,            0.034584,            0.029073,          0.00088105,             0.99417,                   1,             0.99499,             0.61441,            0.018476,           0.0081269,          0.00045723,           0.0090942,           0.0090942,           0.0090942
                 185,            0.031804,            0.029955,           0.0010261,             0.99833,                   1,               0.995,              0.7118,            0.012213,            0.006744,           0.0004869,           0.0090892,           0.0090892,           0.0090892
                 186,             0.02315,            0.023574,          0.00079403,             0.99831,                   1,               0.995,             0.78676,            0.011396,           0.0067582,          0.00050426,           0.0090843,           0.0090843,           0.0090843
                 187,            0.029306,            0.024157,           0.0010986,             0.99773,                   1,               0.995,             0.48457,            0.019115,           0.0083574,             0.00051,           0.0090793,           0.0090793,           0.0090793
                 188,            0.034944,            0.026262,          0.00079804,             0.99713,             0.99856,               0.995,             0.77332,           0.0087991,            0.008075,          0.00056069,           0.0090744,           0.0090744,           0.0090744
                 189,            0.031975,             0.02614,            0.001006,             0.99549,             0.99797,               0.995,             0.69584,            0.012468,            0.007788,          0.00055497,           0.0090694,           0.0090694,           0.0090694
                 190,            0.022134,            0.026586,          0.00084544,             0.99617,             0.99561,             0.99499,             0.80996,            0.007032,           0.0068535,          0.00056534,           0.0090644,           0.0090644,           0.0090644
                 191,            0.024279,            0.023743,           0.0010318,             0.99764,             0.99676,               0.995,             0.67143,            0.015831,           0.0077217,          0.00054696,           0.0090595,           0.0090595,           0.0090595
                 192,            0.025076,            0.026913,          0.00081165,             0.99586,               0.999,               0.995,             0.74072,            0.010103,           0.0063422,          0.00056248,           0.0090545,           0.0090545,           0.0090545
                 193,            0.020813,            0.025838,          0.00080022,             0.99599,             0.99714,               0.995,             0.74507,           0.0081037,           0.0062928,          0.00060287,           0.0090496,           0.0090496,           0.0090496
                 194,            0.019343,            0.023365,           0.0007522,             0.99566,             0.99732,             0.99432,             0.78082,           0.0070035,            0.006386,          0.00060642,           0.0090446,           0.0090446,           0.0090446
                 195,            0.020536,            0.020776,           0.0009722,             0.99593,             0.99785,             0.99399,             0.69307,            0.011444,           0.0070479,          0.00058835,           0.0090397,           0.0090397,           0.0090397
                 196,            0.024814,            0.027151,          0.00089761,             0.99575,             0.99819,               0.995,             0.67708,            0.013726,            0.006843,          0.00057503,           0.0090347,           0.0090347,           0.0090347
                 197,            0.026815,            0.026715,          0.00087862,             0.99559,              0.9982,             0.99488,             0.75557,           0.0073597,           0.0060961,          0.00061858,           0.0090298,           0.0090298,           0.0090298
                 198,            0.023041,            0.024164,          0.00091016,              0.9919,             0.99586,             0.99359,             0.77987,           0.0077995,           0.0070276,          0.00060956,           0.0090248,           0.0090248,           0.0090248
                 199,             0.02214,            0.024098,          0.00090417,             0.99072,             0.99586,             0.99187,             0.63683,            0.015089,           0.0085863,          0.00057558,           0.0090199,           0.0090199,           0.0090199
                 200,            0.026128,            0.025868,          0.00088683,              0.9915,             0.99586,             0.99223,             0.82917,           0.0088005,            0.007307,          0.00059737,           0.0090149,           0.0090149,           0.0090149
                 201,            0.030844,            0.028013,           0.0011108,             0.99028,             0.99586,             0.99289,             0.67016,             0.01211,           0.0079425,          0.00059205,             0.00901,             0.00901,             0.00901
                 202,            0.024657,            0.022784,          0.00099564,             0.98993,             0.99517,              0.9918,              0.7927,           0.0064817,           0.0074823,          0.00058044,           0.0090051,           0.0090051,           0.0090051
                 203,            0.020125,            0.021802,          0.00091347,             0.98984,             0.99068,             0.99069,             0.77562,            0.010135,            0.008294,          0.00056113,           0.0090001,           0.0090001,           0.0090001
                 204,            0.027975,            0.026639,          0.00086169,             0.99047,             0.99482,             0.99177,             0.66654,            0.013243,           0.0083563,          0.00053841,           0.0089952,           0.0089952,           0.0089952
                 205,             0.02595,            0.026294,          0.00068453,             0.98829,             0.99482,             0.99276,             0.77016,           0.0096743,           0.0077698,          0.00055638,           0.0089902,           0.0089902,           0.0089902
                 206,            0.026803,            0.022809,          0.00081656,             0.98967,             0.99276,             0.99263,              0.8391,           0.0087218,           0.0078097,          0.00055757,           0.0089853,           0.0089853,           0.0089853
                 207,            0.022916,            0.025252,           0.0010507,             0.97803,             0.98669,             0.98855,             0.59584,            0.014321,            0.010329,          0.00049814,           0.0089803,           0.0089803,           0.0089803
                 208,            0.032129,            0.029204,          0.00088025,             0.97145,              0.9642,             0.98189,             0.70772,            0.012263,            0.012207,          0.00048017,           0.0089753,           0.0089753,           0.0089753
                 209,            0.026326,            0.025255,           0.0012251,             0.93191,             0.95813,             0.97077,             0.74206,            0.010832,            0.015202,          0.00046644,           0.0089704,           0.0089704,           0.0089704
                 210,            0.024831,            0.023782,           0.0010681,             0.92276,             0.93887,             0.96607,             0.74888,            0.011344,            0.016868,           0.0004877,           0.0089654,           0.0089654,           0.0089654
                 211,            0.018999,            0.023361,           0.0007145,             0.94366,              0.9441,             0.97573,             0.79093,            0.011976,              0.0157,          0.00050327,           0.0089605,           0.0089605,           0.0089605
                 212,            0.027433,             0.02627,          0.00078927,             0.95159,             0.95866,             0.98401,             0.65964,            0.015028,            0.014747,          0.00060239,           0.0089555,           0.0089555,           0.0089555
                 213,            0.027301,            0.023934,          0.00088693,             0.95416,             0.97063,             0.98761,              0.8031,            0.011777,            0.013891,          0.00058908,           0.0089506,           0.0089506,           0.0089506
                 214,            0.025723,            0.022371,          0.00079422,             0.97947,             0.98758,             0.99427,             0.80639,            0.009302,            0.010366,          0.00050244,           0.0089456,           0.0089456,           0.0089456
                 215,             0.02028,            0.021846,          0.00077967,             0.99544,             0.99559,             0.99499,             0.71075,            0.011728,           0.0097502,          0.00042837,           0.0089407,           0.0089407,           0.0089407
                 216,            0.034154,            0.024971,          0.00091455,              0.9975,             0.99586,               0.995,             0.78005,            0.014189,           0.0078257,          0.00041077,           0.0089358,           0.0089358,           0.0089358
                 217,            0.025291,            0.024225,          0.00070906,             0.99644,             0.99683,               0.995,             0.71139,            0.014733,           0.0085088,          0.00041873,           0.0089308,           0.0089308,           0.0089308
                 218,            0.023847,            0.022445,          0.00071625,             0.99695,             0.99703,               0.995,             0.74171,             0.01048,           0.0074002,          0.00042033,           0.0089258,           0.0089258,           0.0089258
                 219,            0.021603,            0.023311,          0.00075289,             0.99548,             0.99694,               0.995,              0.7917,            0.011775,           0.0075229,          0.00041131,           0.0089209,           0.0089209,           0.0089209
                 220,            0.025319,            0.026039,          0.00081405,             0.99798,             0.99718,               0.995,             0.69985,             0.01088,            0.007426,          0.00041037,           0.0089159,           0.0089159,           0.0089159
                 221,            0.029772,            0.026453,          0.00080313,             0.99737,             0.99773,               0.995,              0.8099,           0.0082582,           0.0063307,           0.0004066,            0.008911,            0.008911,            0.008911
                 222,            0.028321,            0.024265,          0.00096304,             0.99753,              0.9985,               0.995,             0.74809,           0.0074838,           0.0056639,          0.00041672,           0.0089061,           0.0089061,           0.0089061
                 223,            0.020667,            0.023817,          0.00076964,              0.9985,                   1,               0.995,              0.8077,           0.0070193,           0.0055163,          0.00041653,           0.0089011,           0.0089011,           0.0089011
                 224,            0.028182,            0.026134,          0.00070239,             0.99776,                   1,               0.995,             0.63044,            0.018635,           0.0082777,          0.00040828,           0.0088962,           0.0088962,           0.0088962
                 225,            0.034108,            0.028586,           0.0011961,             0.99713,                   1,               0.995,             0.70199,            0.013595,           0.0066729,          0.00042624,           0.0088912,           0.0088912,           0.0088912
                 226,            0.027087,            0.025119,          0.00074299,             0.99651,                   1,               0.995,             0.78361,           0.0091931,           0.0058925,          0.00042704,           0.0088863,           0.0088863,           0.0088863
                 227,            0.020133,            0.023124,          0.00087188,             0.99667,                   1,               0.995,             0.76243,           0.0090396,           0.0053441,          0.00040382,           0.0088813,           0.0088813,           0.0088813
                 228,            0.028709,            0.025308,          0.00071386,             0.99658,                   1,               0.995,             0.67812,            0.015099,           0.0069799,          0.00038414,           0.0088763,           0.0088763,           0.0088763
                 229,            0.029243,            0.030168,          0.00072848,             0.99613,             0.99983,               0.995,             0.79884,           0.0083536,           0.0057083,          0.00041255,           0.0088714,           0.0088714,           0.0088714
                 230,            0.029013,            0.023444,          0.00067192,             0.99758,             0.99719,               0.995,             0.73026,            0.012561,           0.0061902,          0.00041932,           0.0088664,           0.0088664,           0.0088664
                 231,            0.025834,            0.024008,          0.00079051,             0.99715,             0.99709,               0.995,             0.72424,            0.012511,           0.0070591,          0.00039712,           0.0088615,           0.0088615,           0.0088615
                 232,            0.029217,            0.026576,          0.00066366,               0.997,              0.9972,               0.995,             0.77005,            0.011458,           0.0064198,          0.00042646,           0.0088565,           0.0088565,           0.0088565
                 233,            0.024588,            0.028793,          0.00076837,             0.99685,             0.99716,               0.995,             0.79479,           0.0077938,           0.0059922,          0.00044633,           0.0088516,           0.0088516,           0.0088516
                 234,             0.02164,            0.022355,          0.00072684,             0.99662,             0.99774,               0.995,             0.78689,           0.0079035,           0.0059374,           0.0004574,           0.0088466,           0.0088466,           0.0088466
                 235,            0.025756,            0.022292,          0.00068995,             0.99644,             0.99908,               0.995,             0.79142,            0.007239,           0.0060961,          0.00045771,           0.0088417,           0.0088417,           0.0088417
                 236,            0.023622,            0.026084,          0.00072875,             0.99669,                   1,               0.995,               0.791,           0.0070278,           0.0054507,          0.00044964,           0.0088368,           0.0088368,           0.0088368
                 237,            0.023852,            0.030535,          0.00068199,             0.99734,             0.99978,               0.995,             0.74991,             0.01157,           0.0068389,          0.00043761,           0.0088318,           0.0088318,           0.0088318
                 238,            0.020908,            0.023456,          0.00066217,             0.99768,                   1,               0.995,             0.77298,           0.0079269,           0.0058642,          0.00044968,           0.0088268,           0.0088268,           0.0088268
                 239,            0.019336,            0.023619,          0.00078793,             0.99839,                   1,               0.995,             0.57052,            0.011909,           0.0061519,          0.00043707,           0.0088219,           0.0088219,           0.0088219
                 240,             0.02509,            0.028122,          0.00062559,             0.99832,                   1,               0.995,             0.76526,            0.012793,           0.0064879,          0.00045211,            0.008817,            0.008817,            0.008817
                 241,            0.027315,            0.027587,          0.00081699,              0.9983,                   1,               0.995,             0.73739,           0.0076626,           0.0055227,          0.00047586,            0.008812,            0.008812,            0.008812
                 242,             0.01971,            0.022075,          0.00065687,              0.9983,                   1,               0.995,             0.74457,           0.0071898,           0.0054887,           0.0004817,           0.0088071,           0.0088071,           0.0088071
                 243,             0.01979,            0.021956,          0.00072353,             0.99824,                   1,               0.995,             0.70499,            0.011299,           0.0060738,          0.00045013,           0.0088021,           0.0088021,           0.0088021
                 244,            0.024262,            0.023472,          0.00092809,              0.9982,                   1,               0.995,             0.72939,            0.013784,           0.0062646,          0.00047211,           0.0087972,           0.0087972,           0.0087972
                 245,            0.031899,            0.027656,          0.00076477,             0.99836,                   1,               0.995,             0.78711,           0.0097782,           0.0058041,          0.00048058,           0.0087922,           0.0087922,           0.0087922
                 246,            0.020674,            0.022945,          0.00069858,             0.99805,             0.99892,               0.995,             0.76601,           0.0077971,            0.005466,          0.00047865,           0.0087872,           0.0087872,           0.0087872
                 247,            0.019987,            0.022799,          0.00071394,             0.99791,             0.99757,               0.995,             0.75919,           0.0086683,           0.0059882,          0.00048047,           0.0087823,           0.0087823,           0.0087823
                 248,            0.024871,            0.024997,          0.00065144,             0.99788,             0.99744,               0.995,              0.6993,            0.012868,           0.0066667,          0.00044633,           0.0087774,           0.0087774,           0.0087774
                 249,            0.025298,            0.025893,          0.00071237,             0.99708,             0.99689,               0.995,             0.81229,            0.007176,            0.005515,           0.0004542,           0.0087724,           0.0087724,           0.0087724
                 250,            0.020851,            0.023381,           0.0007761,             0.99637,             0.99735,               0.995,             0.81332,              0.0078,           0.0057754,          0.00045976,           0.0087674,           0.0087674,           0.0087674
                 251,            0.019615,            0.022376,           0.0006536,             0.99751,             0.99769,               0.995,             0.76837,              0.0116,           0.0066581,          0.00041898,           0.0087625,           0.0087625,           0.0087625
                 252,            0.032003,            0.026011,          0.00077279,             0.99496,             0.99993,             0.99432,             0.66679,            0.011875,           0.0059736,          0.00044382,           0.0087576,           0.0087576,           0.0087576
                 253,            0.023342,            0.024581,          0.00066999,               0.995,                   1,             0.99485,             0.65995,           0.0088751,           0.0057794,          0.00045205,           0.0087526,           0.0087526,           0.0087526
                 254,            0.020313,            0.022618,          0.00080757,             0.99552,                   1,               0.995,             0.87474,           0.0067733,           0.0056513,          0.00045166,           0.0087476,           0.0087476,           0.0087476
                 255,            0.018169,            0.019308,           0.0006986,             0.99781,                   1,               0.995,             0.75268,            0.011488,           0.0058275,          0.00045992,           0.0087427,           0.0087427,           0.0087427
                 256,            0.023331,            0.025603,          0.00061723,             0.99821,                   1,               0.995,             0.77277,            0.007869,           0.0058092,           0.0004441,           0.0087378,           0.0087378,           0.0087378
                 257,            0.028179,            0.023569,           0.0006426,             0.99826,                   1,               0.995,             0.73025,           0.0084719,           0.0056469,           0.0004395,           0.0087328,           0.0087328,           0.0087328
                 258,            0.020962,            0.023443,          0.00074141,             0.99835,                   1,               0.995,              0.8137,           0.0068917,           0.0050395,          0.00043225,           0.0087278,           0.0087278,           0.0087278
                 259,            0.019615,            0.022061,          0.00066077,              0.9984,                   1,               0.995,             0.70782,            0.010579,           0.0058915,          0.00040424,           0.0087229,           0.0087229,           0.0087229
                 260,            0.027716,            0.023764,          0.00060355,             0.99852,             0.99901,               0.995,             0.69251,             0.01438,           0.0063968,          0.00038176,            0.008718,            0.008718,            0.008718
                 261,            0.029136,            0.025783,          0.00070863,             0.99833,             0.99937,               0.995,             0.79514,           0.0089617,           0.0054389,          0.00039875,            0.008713,            0.008713,            0.008713
                 262,            0.021655,            0.025922,          0.00076604,             0.99833,             0.99928,               0.995,             0.79017,           0.0085272,           0.0054677,          0.00040446,           0.0087081,           0.0087081,           0.0087081
                 263,            0.023427,            0.020917,          0.00061125,             0.99817,             0.99932,               0.995,             0.74182,           0.0098655,           0.0061702,          0.00040424,           0.0087031,           0.0087031,           0.0087031
                 264,            0.025158,             0.02214,          0.00081112,             0.99805,             0.99896,               0.995,             0.67457,            0.010868,            0.005666,          0.00041694,           0.0086981,           0.0086981,           0.0086981
                 265,            0.026664,            0.025291,           0.0007318,             0.99727,             0.99923,               0.995,             0.75156,           0.0075799,           0.0056397,          0.00041883,           0.0086932,           0.0086932,           0.0086932
                 266,            0.020119,            0.020978,          0.00067031,              0.9975,             0.99875,             0.99493,             0.81115,            0.007724,           0.0058905,            0.000429,           0.0086882,           0.0086882,           0.0086882
                 267,            0.018371,            0.021555,          0.00068611,             0.99749,             0.99843,             0.99399,             0.78206,           0.0094097,            0.006149,          0.00042627,           0.0086833,           0.0086833,           0.0086833
                 268,             0.02327,            0.025454,          0.00073016,             0.99744,             0.99802,             0.99467,             0.78858,            0.011276,           0.0065933,          0.00043586,           0.0086783,           0.0086783,           0.0086783
                 269,            0.025277,            0.024256,          0.00080888,             0.99687,             0.99809,             0.99499,             0.77982,           0.0089571,           0.0062944,          0.00043897,           0.0086734,           0.0086734,           0.0086734
                 270,            0.023767,            0.024004,          0.00092634,             0.99557,             0.99652,             0.99347,             0.83601,           0.0068608,           0.0062831,          0.00042552,           0.0086684,           0.0086684,           0.0086684
                 271,            0.018355,            0.022491,          0.00086984,             0.99474,             0.99619,             0.99196,             0.73003,            0.011049,            0.007607,          0.00039797,           0.0086635,           0.0086635,           0.0086635
                 272,            0.022538,            0.024251,           0.0011043,             0.99455,             0.99596,             0.99193,             0.76073,            0.012299,           0.0078055,          0.00041404,           0.0086586,           0.0086586,           0.0086586
                 273,            0.033315,            0.023418,          0.00073139,             0.99396,             0.99619,             0.99191,             0.79557,           0.0090902,           0.0067777,          0.00043351,           0.0086536,           0.0086536,           0.0086536
                 274,            0.019953,            0.023416,          0.00068002,             0.99378,             0.99639,             0.99194,             0.76971,           0.0078139,           0.0064661,          0.00046488,           0.0086486,           0.0086486,           0.0086486
                 275,            0.021151,            0.023476,          0.00077883,             0.99459,             0.99722,             0.99384,             0.83689,           0.0083237,           0.0062902,           0.0005068,           0.0086437,           0.0086437,           0.0086437
                 276,            0.023228,            0.025906,           0.0010063,             0.99554,             0.99844,             0.99484,             0.59857,            0.012213,           0.0069053,          0.00049976,           0.0086388,           0.0086388,           0.0086388
                 277,            0.024944,            0.024041,          0.00078976,             0.99655,              0.9979,               0.995,             0.77491,           0.0076145,           0.0060031,          0.00052768,           0.0086338,           0.0086338,           0.0086338
                 278,            0.019219,            0.021614,           0.0007913,             0.99644,             0.99858,               0.995,             0.81454,              0.0065,           0.0059264,          0.00051413,           0.0086288,           0.0086288,           0.0086288
                 279,            0.018817,            0.019522,          0.00089131,             0.99756,                   1,               0.995,             0.76006,           0.0090975,           0.0060379,          0.00048655,           0.0086239,           0.0086239,           0.0086239
                 280,            0.022627,            0.025228,           0.0010065,              0.9979,                   1,               0.995,             0.67071,            0.013245,           0.0071011,          0.00047397,            0.008619,            0.008619,            0.008619
                 281,             0.02487,             0.02637,           0.0012518,             0.99766,                   1,               0.995,              0.8106,           0.0090693,           0.0058664,          0.00048534,            0.008614,            0.008614,            0.008614
                 282,            0.021392,             0.02335,           0.0010465,             0.99762,                   1,               0.995,             0.87941,           0.0060852,             0.00535,          0.00047017,           0.0086091,           0.0086091,           0.0086091
                 283,            0.018268,            0.022833,          0.00068287,             0.99801,                   1,               0.995,             0.82989,           0.0088604,           0.0055365,          0.00046073,           0.0086041,           0.0086041,           0.0086041
                 284,            0.025279,            0.024406,           0.0010029,               0.998,                   1,               0.995,             0.70509,            0.011405,           0.0060677,          0.00041845,           0.0085992,           0.0085992,           0.0085992
                 285,            0.025247,            0.028334,          0.00064813,             0.99769,                   1,               0.995,             0.82023,           0.0071805,           0.0054379,           0.0004412,           0.0085942,           0.0085942,           0.0085942
                 286,            0.021385,            0.022562,          0.00071953,             0.99769,                   1,               0.995,             0.86837,           0.0058562,           0.0056077,          0.00045146,           0.0085893,           0.0085893,           0.0085893
                 287,            0.020699,            0.024086,          0.00071708,             0.99793,                   1,               0.995,             0.71415,            0.012021,           0.0066073,          0.00045047,           0.0085843,           0.0085843,           0.0085843
                 288,            0.024603,            0.025956,          0.00067284,             0.99738,                   1,               0.995,             0.84112,           0.0085087,           0.0057975,          0.00047143,           0.0085793,           0.0085793,           0.0085793
                 289,            0.020419,            0.025297,          0.00063981,             0.99759,                   1,               0.995,             0.88322,            0.006596,            0.004947,          0.00046419,           0.0085744,           0.0085744,           0.0085744
                 290,            0.021828,            0.022378,          0.00058592,             0.99743,                   1,               0.995,             0.81649,           0.0066312,           0.0050031,          0.00045252,           0.0085695,           0.0085695,           0.0085695
                 291,            0.017477,            0.023708,          0.00073043,             0.99853,             0.99814,               0.995,             0.82837,           0.0072179,           0.0051323,          0.00042328,           0.0085645,           0.0085645,           0.0085645
                 292,            0.018361,            0.022128,          0.00059204,             0.99808,             0.99848,               0.995,             0.72757,            0.011614,           0.0063442,          0.00039876,           0.0085596,           0.0085596,           0.0085596
                 293,            0.024393,            0.023439,          0.00065423,             0.99853,             0.99808,               0.995,             0.79958,           0.0081587,           0.0054666,          0.00040514,           0.0085546,           0.0085546,           0.0085546
                 294,            0.018456,            0.019754,          0.00060476,             0.99856,             0.99772,               0.995,             0.83335,            0.006613,           0.0052472,          0.00039159,           0.0085497,           0.0085497,           0.0085497
                 295,            0.016607,            0.021189,          0.00058608,             0.99752,             0.99689,               0.995,             0.74711,             0.00805,           0.0057623,          0.00036193,           0.0085447,           0.0085447,           0.0085447
                 296,            0.022129,            0.023452,          0.00055183,             0.99751,             0.99763,               0.995,             0.74343,            0.011907,           0.0062814,          0.00037799,           0.0085398,           0.0085398,           0.0085398
                 297,            0.026539,            0.024813,          0.00079957,             0.99751,             0.99763,             0.99492,             0.76543,           0.0081025,           0.0056722,          0.00037871,           0.0085348,           0.0085348,           0.0085348
                 298,            0.021286,            0.022025,          0.00075943,             0.99753,             0.99766,             0.99443,             0.80797,           0.0077265,           0.0056426,          0.00038023,           0.0085299,           0.0085299,           0.0085299
                 299,            0.019473,            0.022219,          0.00088472,             0.99649,              0.9969,             0.99396,             0.79959,           0.0081618,           0.0071163,          0.00037559,           0.0085249,           0.0085249,           0.0085249
                 300,            0.021065,            0.022081,           0.0010183,             0.99589,             0.99586,             0.99396,             0.76538,            0.011674,           0.0074427,          0.00035918,             0.00852,             0.00852,             0.00852
                 301,            0.021744,            0.024558,          0.00088004,             0.99493,             0.99586,             0.99393,             0.84225,           0.0066185,           0.0069278,          0.00036507,            0.008515,            0.008515,            0.008515
                 302,            0.019351,            0.020987,           0.0017562,             0.99296,             0.99426,             0.99388,             0.84401,           0.0065759,           0.0071886,          0.00036526,             0.00851,             0.00851,             0.00851
                 303,            0.017879,            0.022478,          0.00086049,             0.99609,             0.99633,             0.99396,             0.85594,           0.0063324,           0.0060821,           0.0003625,           0.0085051,           0.0085051,           0.0085051
                 304,            0.021003,            0.022344,          0.00075598,             0.99693,             0.99689,             0.99397,             0.83453,           0.0088754,           0.0067956,          0.00035565,           0.0085002,           0.0085002,           0.0085002
                 305,             0.02126,            0.023584,          0.00053118,             0.99595,             0.99636,             0.99396,             0.84895,           0.0073393,           0.0064207,          0.00034899,           0.0084952,           0.0084952,           0.0084952
                 306,            0.022947,            0.022021,          0.00078335,             0.99681,              0.9967,             0.99397,             0.85976,            0.007018,           0.0061731,          0.00034192,           0.0084903,           0.0084903,           0.0084903
                 307,            0.017351,            0.018876,          0.00056769,             0.99636,             0.99739,             0.99397,             0.73342,            0.010762,           0.0083333,          0.00032832,           0.0084853,           0.0084853,           0.0084853
                 308,            0.024621,             0.02481,          0.00053664,             0.99588,             0.99793,             0.99397,             0.74087,            0.012841,           0.0077246,          0.00033739,           0.0084803,           0.0084803,           0.0084803
                 309,            0.024613,            0.025657,           0.0006953,             0.99619,             0.99758,             0.99397,             0.83906,           0.0073588,           0.0063774,          0.00034774,           0.0084754,           0.0084754,           0.0084754
                 310,            0.020775,            0.020452,          0.00064821,             0.99541,              0.9993,             0.99397,             0.82866,           0.0066357,           0.0061637,           0.0003564,           0.0084705,           0.0084705,           0.0084705
                 311,            0.017584,            0.019942,          0.00071452,             0.99558,             0.99908,             0.99398,             0.80587,           0.0070675,           0.0060646,          0.00036081,           0.0084655,           0.0084655,           0.0084655
